geoid10,population,hospital,library,school,supermarket
245100902001022,92,2537.1,1006.9,955.8,2169.8
245100902001027,11,3176.4,2755.8,1196.0,2292.2
245100902001028,28,3376.7,2404.8,787.4,1754.0
245100902001034,7,3128.7,2199.7,401.1,2266.6
245100902001041,39,3268.5,2384.7,737.4,1899.9
245100902001042,13,2918.9,2133.0,191.3,2227.4
245100902001043,28,3111.9,2244.1,454.7,2127.5
245100902001044,24,3108.1,2179.1,380.5,2246.0
245100902001045,18,3084.8,2314.8,587.1,2010.7
245100902001046,20,3131.8,2323.6,633.7,1963.4
245100902001048,13,3252.2,2399.2,751.9,1829.4
245100902001049,21,3085.6,2220.8,431.5,2101.2
245100902001050,13,3064.0,2135.0,336.4,2195.0
245100902002000,4,2905.1,1527.8,1321.2,2124.2
245100902002001,1,2807.1,1429.8,1223.2,2026.2
245100902002002,88,2629.7,1099.5,1048.4,2043.8
245100902002003,61,2552.5,1334.5,1283.4,1898.6
245100902002004,52,2539.4,1321.4,1270.3,1885.5
245100902002005,43,2577.2,1281.0,1229.9,1923.3
245100902002006,46,2603.1,1238.0,1186.9,1949.2
245100902002007,43,2641.8,1197.1,1146.0,1987.9
245100902002008,37,2679.9,1155.7,1104.6,2026.0
245100902002009,16,2536.4,1086.1,1035.0,1882.5
245100902002010,15,2457.6,1164.9,1113.8,1803.7
245100902002011,128,2576.4,1440.9,1375.6,1922.5
245100902002012,32,2507.4,1322.6,1271.5,1853.5
245100902002013,13,2446.2,1247.1,1195.9,1792.3
245100902002014,78,2512.0,1457.4,1311.2,1858.1
245100902002016,71,2494.1,1578.1,1293.3,1838.9
245100902002017,21,2386.8,1461.6,1186.0,1731.6
245100902002018,19,2289.4,1561.0,1088.6,1635.6
245100902002019,22,2378.1,1548.1,1177.3,1722.8
245100902002020,59,2360.4,1619.9,1159.6,1706.7
245100902002021,68,2328.4,1711.4,1127.6,1674.6
245100902002022,45,2361.9,1744.9,1161.1,1708.1
245100902002023,21,2279.3,1662.3,1078.5,1625.5
245100902002026,56,2444.0,1987.5,837.3,1778.1
245100902002027,50,2163.5,1736.4,1012.5,1497.6
245100902002028,30,2339.8,1765.6,1056.8,1673.9
245100902002029,20,2368.8,1794.7,1075.5,1702.9
245100902002030,50,2164.8,1737.8,1011.2,1498.9
245100902002031,10,2060.6,1633.5,924.6,1394.7
245100902002032,8,1991.4,1570.8,836.3,1323.1
245100902002033,43,2120.3,1693.3,967.0,1454.5
245100902002034,27,2348.9,1921.8,740.4,1683.0
245100902002035,35,2397.7,1970.7,788.1,1731.9
245100902002036,49,2096.6,1676.0,923.1,1428.4
245100902002037,36,2326.1,1905.5,693.6,1657.9
245100902002038,77,2230.7,1810.1,604.3,1562.4
245100902002039,87,1979.7,1559.1,821.1,1311.5
245100903001001,22,2273.4,1459.9,1072.6,1618.9
245100903001002,23,2130.9,1464.0,930.1,1477.0
245100903001004,7,2107.6,1560.7,950.6,1497.5
245100903001005,33,2086.7,1608.0,914.4,1461.3
245100903001006,49,2076.0,1568.8,875.2,1422.1
245100903001007,23,1992.1,1509.4,812.0,1362.7
245100903001008,26,1946.3,1467.3,769.8,1320.5
245100903001009,68,1876.4,1373.1,675.6,1226.3
245100903001010,70,2015.3,1508.1,814.5,1361.4
245100903001011,40,2213.5,1495.6,1012.7,1559.8
245100903001012,29,1974.5,1466.9,773.7,1320.2
245100903001013,14,1827.2,1321.6,626.4,1174.8
245100903001014,13,1761.4,1312.5,707.4,1095.5
245100903001015,22,1908.7,1460.4,774.4,1242.8
245100903001016,3,2078.0,1629.8,943.2,1412.1
245100903001017,9,2147.8,1584.7,947.0,1494.1
245100903001018,4,1993.1,1566.1,857.1,1327.2
245100903001019,36,1857.7,1430.7,723.4,1191.8
245100903001020,12,1712.6,1285.6,693.8,1046.7
245100903001021,12,1669.3,1242.3,650.4,1003.4
245100903001022,33,1814.1,1387.1,679.8,1148.2
245100903002000,31,1922.8,1502.2,767.7,1254.6
245100903002001,22,1814.4,1387.4,680.0,1148.5
245100903002002,37,1645.5,1224.9,604.3,977.2
245100903002003,363,1482.5,1055.5,489.7,816.6
245100903002004,92,1115.0,628.7,250.6,462.2
245100903002005,24,1015.1,528.8,351.5,359.5
245100903002006,17,942.7,456.5,424.7,287.1
245100903002007,23,813.9,327.7,551.1,305.3
245100903002008,69,937.1,510.4,440.5,268.9
245100903002009,99,1053.4,625.2,324.2,387.5
245100903002013,32,1555.0,1134.4,513.8,886.8
245100903002014,71,1734.3,1313.7,579.2,1066.1
245100903002015,32,1790.2,1369.6,635.2,1122.0
245100903002016,11,761.7,341.1,629.6,91.1
245100903003000,31,1905.2,1433.8,731.1,1299.9
245100903003001,28,1868.3,1396.8,695.2,1264.0
245100903003002,31,1829.9,1358.5,656.9,1225.6
245100903003003,40,1792.4,1320.9,619.3,1188.1
245100903003004,28,1753.8,1282.3,581.0,1149.8
245100903003005,31,1715.0,1243.5,542.3,1111.0
245100903003006,56,1677.6,1206.1,504.9,1073.6
245100903003007,21,1562.7,1147.7,464.7,1033.4
245100903003008,58,1511.8,1100.5,472.1,1040.9
245100903003009,22,1543.8,1072.3,432.5,1001.3
245100903003010,13,1569.2,1097.8,410.3,979.0
245100903003011,10,1541.0,1069.5,371.6,940.4
245100903003012,16,1518.8,1047.3,387.9,956.7
245100903003013,46,1501.2,1029.7,320.9,889.6
245100903003014,99,1575.9,1084.3,375.1,943.8
245100903003015,83,1652.5,1160.9,451.7,1020.4
245100903003016,94,1728.1,1236.6,527.3,1096.1
245100903003017,97,1802.3,1310.7,601.5,1170.2
245100903004000,77,1406.4,995.0,487.0,992.7
245100903004001,28,1352.9,952.4,577.8,950.1
245100903004002,66,1250.5,849.6,599.6,847.3
245100903004004,137,1239.2,767.7,521.2,765.4
245100903004005,190,936.8,692.3,800.2,866.8
245100903004007,51,1095.5,624.1,522.6,621.8
245100903004008,59,1215.0,743.5,471.1,741.2
245100903004009,74,1375.9,904.4,350.7,902.1
245100903004010,68,1400.4,929.0,399.2,926.6
245100903004011,67,1427.3,955.8,447.2,953.5
245100903004012,88,1342.8,871.3,307.8,869.0
245100903004013,33,1177.3,705.9,432.4,703.6
245100903004014,68,1141.5,670.1,395.9,667.8
245100903004015,74,1022.3,550.9,453.4,548.5
245100903004016,154,872.9,426.7,534.5,601.1
245100903004017,15,1107.4,635.9,359.2,633.6
245100903004018,112,1290.7,819.2,206.9,816.9
245100903004019,58,1287.3,815.9,288.4,813.6
245100903004020,53,826.6,312.1,573.8,421.2
245100903004021,75,1073.0,601.5,142.1,599.2
245100903004022,165,1190.0,718.6,181.1,716.3
245100903004023,16,1292.2,820.7,77.1,725.0
245100903004024,12,759.0,244.5,499.2,346.5
245100903004025,63,835.0,341.4,559.1,326.4
245100903004026,125,1008.2,536.8,290.6,534.4
245100904001000,55,848.4,476.6,492.2,317.8
245100904001001,153,1061.9,690.2,516.5,399.9
245100904001002,48,868.2,496.4,365.7,392.2
245100904001003,26,981.5,609.7,315.8,266.6
245100904001004,110,1163.5,791.8,371.0,321.8
245100904001005,364,1503.3,1131.6,595.3,575.9
245100904001007,116,1222.0,850.3,543.5,494.3
245100904001008,26,1064.6,692.9,704.6,402.5
245100904001009,42,1282.3,910.6,704.0,620.2
245100904001010,84,1304.3,932.6,729.3,642.2
245100904001011,16,1403.7,1032.0,529.9,741.6
245100904001012,12,1478.6,1106.8,597.9,816.5
245100904001013,66,1155.4,783.7,277.2,228.0
245100904002000,278,1329.5,957.8,451.3,402.2
245100904002004,58,1463.0,1091.3,579.8,532.1
245100904002005,67,1471.3,1099.6,588.1,540.4
245100904002006,65,1402.5,1030.8,518.7,471.6
245100905001002,94,1854.2,1438.6,367.3,1081.6
245100905001005,54,1729.0,1357.2,352.6,1066.9
245100905001006,98,1597.8,1226.1,198.2,873.1
245100905001007,77,1560.1,1188.4,356.9,898.1
245100905001008,125,1725.4,1353.7,397.3,1052.5
245100905001009,36,1690.7,1319.0,389.2,1028.6
245100905001010,106,1732.4,1360.7,430.9,1070.4
245100905001011,115,1894.7,1523.0,388.3,1232.7
245100905002001,188,1455.1,1038.7,619.5,762.3
245100905002002,132,1113.1,696.7,426.8,370.2
245100905002003,68,1023.4,607.1,482.5,280.2
245100905002004,45,972.9,557.3,538.3,200.3
245100905002005,5,871.8,460.6,640.2,71.2
245100905002008,8,660.4,249.2,538.5,276.8
245100905002010,33,828.7,457.0,646.2,87.9
245100905002011,71,1021.8,609.5,666.5,239.7
245100905002012,88,998.6,626.9,748.5,336.6
245100905002013,173,1072.7,701.0,714.8,410.6
245100905002014,47,856.3,484.6,500.1,318.6
245100905002017,146,1233.6,861.9,578.0,493.3
245100905002018,109,1371.4,999.7,676.6,709.3
245100905002019,84,1376.1,1004.4,500.2,714.0
245100905002020,62,1419.0,1047.3,392.6,678.7
245100906001000,44,2848.7,1909.2,183.2,2157.1
245100906001001,71,2620.3,2092.2,271.8,1928.7
245100906001002,66,2484.5,1980.6,314.6,1786.7
245100906001003,85,2494.1,1935.0,364.1,1796.4
245100906001004,78,2681.2,1955.6,364.9,1983.5
245100906001005,72,2700.0,1865.5,399.4,2002.3
245100906001006,51,2525.5,1881.2,417.1,1827.8
245100906001007,27,2562.8,1829.9,468.6,1865.1
245100906001008,50,2688.8,1876.7,410.6,1991.0
245100906001009,48,2853.1,1783.7,308.7,2155.4
245100906001010,34,2907.4,1592.9,538.5,2182.7
245100906001012,67,2729.4,1717.2,519.5,2030.1
245100906001013,96,2639.2,1709.2,553.1,1941.5
245100906002000,162,2586.9,1650.4,774.3,1879.3
245100906002001,26,2410.0,1656.0,840.3,1703.0
245100906002002,74,2330.0,1606.0,877.5,1622.9
245100906002003,50,2442.2,1612.6,880.9,1734.5
245100906002004,185,2525.5,1402.1,950.1,1800.8
245100906002005,153,2596.1,1443.6,831.2,1871.4
245100906002006,61,2662.1,1488.3,744.8,1937.4
245100906002007,339,2463.3,1355.6,993.2,1738.6
245100906003000,37,2409.6,1825.1,570.7,1711.9
245100906003001,44,2296.3,1820.4,684.0,1598.6
245100906003002,118,2197.7,1777.1,826.2,1500.0
245100906003003,60,2441.5,1785.9,612.6,1743.8
245100906003004,50,2329.2,1779.9,722.3,1631.5
245100906003005,51,2355.3,1736.7,762.1,1657.6
245100906003006,68,2477.6,1752.1,642.7,1779.9
245100906003007,59,2518.4,1715.0,677.7,1820.7
245100906003008,28,2388.4,1695.8,801.3,1690.7
245100906003010,48,2253.1,1731.7,864.4,1555.4
245100906003011,28,2196.6,1632.9,811.5,1498.9
245100906004000,61,2263.5,1842.9,486.8,1565.8
245100906004001,45,2142.6,1722.0,607.7,1444.9
245100906004002,92,1974.2,1553.6,783.8,1276.5
245100906004003,97,2016.5,1595.9,795.3,1318.8
245100906004004,39,2188.9,1768.4,622.9,1491.2
245100906004005,43,2308.2,1887.6,506.8,1610.5
245100906004006,56,2318.3,1897.7,463.4,1620.6
245100906004007,36,2199.7,1779.1,581.9,1502.0
245100906004008,70,2056.7,1636.1,724.9,1359.0
245100906004009,21,2006.1,1585.5,720.8,1308.4
245100906004010,54,2094.9,1674.3,699.9,1397.2
245100906004011,54,2226.4,1805.8,568.4,1528.7
245100906004012,40,2342.8,1922.2,452.0,1645.1
245100906004013,86,2386.2,1865.2,531.9,1688.5
245100906004014,77,2272.9,1852.3,645.2,1575.2
245100906004015,101,2128.3,1707.7,756.8,1430.6
245100907001000,128,2150.3,1726.8,764.4,1452.5
245100907001001,248,2133.2,1629.6,663.0,1408.4
245100907001003,55,2040.4,1668.7,570.3,1315.7
245100907001004,70,2027.5,1635.5,557.4,1302.8
245100907001005,17,2199.2,1464.3,729.1,1474.5
245100907001006,42,2211.5,1502.2,741.4,1486.8
245100907001007,89,2269.2,1472.3,799.1,1544.5
245100907001011,174,2425.0,1293.5,954.9,1700.3
245100907001012,125,2387.1,1351.2,917.0,1662.3
245100907002000,108,1943.2,1518.9,488.5,1220.1
245100907002001,44,1917.3,1544.8,462.6,1194.2
245100907002002,32,1879.0,1506.0,505.6,1217.0
245100907002003,14,1972.3,1412.7,596.0,1310.2
245100907002004,29,2012.6,1450.5,556.9,1288.5
245100907002005,17,2076.5,1386.1,621.5,1353.2
245100907002006,74,2114.4,1348.2,659.5,1391.1
245100907002007,18,2366.6,1371.7,896.5,1641.8
245100907002008,76,2317.3,1149.1,862.9,1594.5
245100907002009,126,2266.5,1120.5,888.1,1604.4
245100907002010,24,2153.9,1309.6,699.0,1430.6
245100907002011,16,2077.9,1233.2,715.3,1415.8
245100907002012,27,2011.2,1316.6,648.5,1349.1
245100907003000,69,2040.5,1271.1,601.8,1378.5
245100907003001,102,2207.9,1185.3,547.4,1503.2
245100907003002,21,2116.8,1195.5,678.2,1454.7
245100907003003,133,2138.9,1254.8,481.0,1436.8
245100907003004,116,2218.2,1124.3,335.0,1290.8
245100907003005,119,2285.1,1055.7,402.0,1357.7
245100907003006,222,2316.8,1065.2,726.2,1654.8
245100907003007,171,2267.2,1045.1,819.4,1605.1
245100907004000,94,1902.5,1530.8,473.3,1240.5
245100907004002,134,1965.3,1429.6,315.2,1271.0
245100907004003,123,2052.0,1291.6,168.8,1124.6
245100907004005,150,2129.8,1213.8,246.7,1202.5
245100907004006,142,2059.2,1336.9,402.0,1357.8
245100908001000,10,2455.0,733.5,571.9,1527.6
245100908001004,29,1665.2,1293.5,781.5,734.3
245100908001005,80,2383.3,1146.7,463.7,1455.9
245100908001010,4,1943.4,1571.7,594.7,1010.1
245100908001012,33,1906.3,1534.6,692.0,973.0
245100908001014,99,1900.5,1528.8,658.5,967.1
245100908001015,75,2326.4,1522.6,552.1,1393.1
245100908001016,52,2458.0,902.9,574.8,1530.6
245100908001017,26,2373.7,992.4,478.8,1446.3
245100908001018,20,2387.2,1005.9,492.3,1459.8
245100908001019,13,2289.4,1261.7,313.1,1360.4
245100908001021,5,2527.3,698.7,647.8,1603.5
245100908001022,16,2582.3,808.3,600.8,1654.9
245100908001023,58,2546.8,842.0,634.5,1619.4
245100908002000,105,2423.9,1063.7,509.2,1496.5
245100908002001,24,2466.4,1189.6,557.7,1533.1
245100908002002,74,2330.5,1234.1,425.2,1397.2
245100908002003,26,2544.6,1118.5,614.7,1611.3
245100908002004,109,2496.1,988.0,586.1,1568.7
245100908002005,115,2569.1,913.4,624.6,1641.8
245100908002006,92,2568.2,844.1,552.3,1711.9
245100908002007,36,2550.3,878.8,534.5,1812.0
245100908002009,14,2686.6,1032.2,670.8,1916.5
245100908002010,67,2616.5,963.9,602.5,1683.2
245100908003000,30,1699.7,1328.0,712.5,705.2
245100908003001,34,1996.5,1624.8,557.2,906.5
245100908003002,83,1975.2,1603.5,583.3,951.9
245100908003003,30,2088.0,1716.3,474.1,995.7
245100908003004,169,2237.2,1680.6,417.8,1186.7
245100908003005,47,2027.7,1651.7,502.9,880.9
245100908003006,52,1945.5,1573.8,578.5,909.0
245100908003008,7,2090.9,1720.0,444.3,943.2
245100908004000,7,2190.2,1548.3,433.7,1237.4
245100908004001,96,2423.8,1491.7,368.9,1370.3
245100908004002,162,2506.2,1495.7,339.9,1448.8
245100908004003,142,2550.4,1390.7,342.5,1455.1
245100908004004,73,2670.6,1393.4,374.7,1484.8
245100908004007,68,2454.1,1437.1,192.9,1305.6
245100908004008,24,2437.1,1489.3,158.4,1271.1
245100908004009,13,2429.1,1596.6,335.4,1336.8
245100908004010,17,2523.6,1487.6,71.9,1184.6
245100908004011,32,2490.9,1404.5,156.2,1268.8
245100908004012,31,2529.2,1328.6,233.3,1345.9
245100908004013,39,2675.6,1183.5,378.4,1414.3
245100908004014,30,2696.0,1099.6,461.7,1497.6
245100908004015,67,2669.6,1073.2,555.1,1590.9
245100908004016,14,2536.3,931.4,641.7,1677.6
245100908004017,67,2471.5,1472.1,109.7,1123.1
245100908004018,56,2557.2,1389.8,192.1,1205.5
245100908004019,72,2621.6,1304.0,254.6,1290.5
245100908005000,9,2265.6,1634.9,316.7,1173.3
245100908005001,86,2217.5,1729.7,247.0,1119.4
245100908005002,91,2239.9,1776.4,293.8,1063.1
245100908005003,34,2133.4,1762.6,403.6,981.1
245100908005004,17,2227.6,1792.1,309.4,935.7
245100908005005,97,2338.4,1679.1,196.5,1020.5
245100908005006,46,2375.6,1564.5,204.7,1031.3
245100908005007,49,2270.6,1665.0,309.4,931.7
245100909001000,9,2540.9,944.4,615.0,1650.9
245100909001001,35,2627.8,1031.4,525.3,1561.1
245100909001003,65,2558.3,1159.6,580.5,1616.3
245100909001004,47,2474.4,1067.5,714.4,1750.2
245100909001005,86,2553.1,1244.3,689.9,1725.8
245100909001019,15,1799.8,1835.7,246.2,1436.0
245100909001020,37,1834.8,1806.0,216.6,1471.0
245100909001021,22,1901.6,1737.5,281.5,1536.7
245100909001022,30,2455.6,1409.1,591.6,1627.5
245100909001023,14,2438.6,1313.3,619.2,1655.1
245100909001025,1,1572.1,1843.2,468.9,1208.2
245100909001026,23,1675.4,1899.5,364.1,1311.5
245100909002000,104,2021.9,1083.7,283.4,2095.5
245100909002001,17,2051.6,1111.7,312.3,2068.5
245100909002003,25,1999.0,1294.3,258.6,2035.2
245100909002004,55,1933.7,1229.7,194.4,2100.1
245100909002005,70,1933.9,1229.4,194.6,2100.3
245100909002006,46,1873.9,1287.4,134.6,2042.0
245100909002007,101,1922.0,1423.0,297.1,1910.2
245100909002009,1,1980.5,1501.9,465.1,1711.5
245100909002010,5,1803.8,1467.9,399.9,1843.1
245100909002012,56,1761.4,1490.9,357.5,1878.9
245100909002013,19,1706.8,1461.8,177.0,1943.6
245100909003000,250,2157.2,1419.8,418.9,1961.8
245100909003001,65,2234.4,1451.7,521.8,1917.8
245100909003002,48,2211.9,1517.3,588.6,1855.0
245100909003003,22,2068.7,1648.5,457.5,1711.8
245100909003004,53,2146.4,1558.9,522.1,1799.9
245100909003005,75,2130.6,1458.2,421.5,1847.3
245100909003006,44,2113.4,1411.8,375.1,1893.7
245100909003007,32,2003.4,1585.4,499.1,1720.1
245100909003009,24,2003.8,1615.2,402.2,1657.4
245100909003010,14,1944.3,1675.9,342.7,1597.8
245100909004001,41,2453.3,848.4,608.8,1746.9
245100909004002,68,2402.5,948.4,664.7,1793.1
245100909004003,28,2446.8,992.2,709.0,1764.8
245100909004004,15,2363.4,1033.2,625.6,1832.6
245100909004005,35,2316.7,1062.8,580.4,1900.2
245100909004006,75,2186.9,1026.3,448.7,2061.3
245100909004007,99,2284.1,876.0,546.4,1909.6
245100909004008,69,2139.3,970.5,401.1,2054.9
245100909004010,64,2343.1,1227.2,604.8,1846.2
245100909004011,299,2418.1,1144.9,681.8,1823.4
245100909004012,46,2272.7,1297.6,534.4,1841.9
245100909004013,91,2349.7,1363.2,621.1,1807.5
245100909004014,12,2329.4,1431.3,689.4,1752.8
245101001001000,71,1792.3,1567.1,167.6,1422.8
245101001001001,66,1734.5,1636.7,109.9,1365.1
245101001001002,96,1730.1,1788.3,198.8,1366.0
245101001001003,81,1762.5,1748.7,159.3,1398.5
245101001001004,78,1579.6,1850.7,342.2,1215.6
245101001001005,50,1535.8,1783.5,287.1,1167.4
245101001001006,22,1452.7,1644.8,278.9,1049.3
245101001001007,37,1541.7,1733.8,255.0,1138.3
245101001001010,13,1527.4,1494.7,288.9,1124.0
245101001001011,9,1410.7,1476.4,376.2,1007.3
245101001001012,84,1584.1,1502.8,221.3,1180.7
245101001001013,137,1522.5,1499.5,284.1,1119.1
245101001002000,271,1423.1,1770.1,396.3,1054.8
245101001002001,48,1354.3,1717.3,539.1,990.9
245101001002004,11,1114.0,1434.0,582.3,710.6
245101001002005,12,1175.7,1495.7,556.9,772.3
245101001002006,22,1243.6,1565.4,490.5,840.3
245101001002007,1,1317.7,1636.7,435.8,914.3
245101001002008,3,1360.4,1648.1,392.2,957.0
245101001002009,17,1340.6,1527.7,568.6,937.2
245101001002010,16,1242.8,1420.2,598.1,839.4
245101001003000,57,1595.8,1420.8,291.7,1858.8
245101001003001,86,1596.1,1421.1,291.3,1859.2
245101001003002,25,1645.8,1375.3,357.2,1792.3
245101001003003,27,1684.8,1347.8,397.6,1752.6
245101001003004,62,1527.3,1256.9,475.7,1712.7
245101001003006,113,1432.4,1095.2,592.3,1684.5
245101001004000,26,1730.8,1308.6,367.4,1585.9
245101001004002,50,1886.2,1499.5,284.7,1539.9
245101001004003,50,1878.8,1555.0,277.1,1532.3
245101001004004,101,1770.2,1505.1,272.5,1425.4
245101001004005,26,1712.6,1277.4,436.9,1529.1
245101001004006,36,1679.8,1244.5,416.8,1561.3
245101001004007,110,1679.4,1244.1,417.2,1560.8
245101001004008,71,1655.1,1219.9,512.0,1604.2
245101001004009,11,1545.2,1109.9,479.2,1571.4
245101001004010,77,1581.5,1146.2,445.1,1537.3
245101001004013,7,1697.3,1350.0,321.8,1413.9
245101001004014,2,1494.3,1257.1,346.7,1433.5
245101001004015,44,1641.8,1404.7,404.2,1474.9
245101002001000,132,1212.1,1036.3,680.6,1826.5
245101002001001,235,1067.3,889.1,828.6,1679.4
245101002001002,62,1170.0,806.9,925.6,1783.4
245101002001003,79,1088.2,691.5,1038.8,1703.5
245101002001005,260,939.0,761.8,949.7,1554.3
245101002002000,187,1359.3,1088.9,796.8,1889.1
245101002002001,94,1396.4,958.5,630.9,1701.6
245101002002003,122,1520.7,1140.3,454.7,1525.3
245101002002004,91,1435.7,1232.9,390.9,1461.5
245101002002005,162,1461.1,1347.2,331.3,1398.2
245101002002006,45,1433.8,1319.9,334.5,1401.4
245101002002007,61,1359.6,1156.7,467.1,1524.4
245101002002008,92,1435.5,997.6,597.4,1609.4
245101002002009,41,1436.8,998.9,596.1,1608.1
245101002002010,37,1312.2,1109.3,514.5,1477.0
245101002002012,90,1319.5,1205.6,448.8,1338.2
245101002002013,88,1363.4,1001.6,694.6,1528.2
245101002002014,80,1355.5,993.6,686.6,1520.3
245101002002015,113,1273.6,835.7,764.4,1659.7
245101002002016,30,1325.6,897.0,716.5,1490.4
245101002002017,49,1248.6,974.0,662.5,1413.4
245101002002018,34,1264.7,1061.8,592.6,1312.8
245101002003000,134,1489.9,1398.7,323.4,1322.6
245101002003001,104,1508.9,1454.0,354.5,1290.9
245101002003002,75,1394.8,1341.8,416.7,1313.4
245101002003004,66,1395.3,1281.4,373.0,1382.2
245101002003005,86,1335.4,1224.1,608.4,1291.8
245101002003006,90,1286.0,1233.0,525.5,1242.4
245101002003007,28,1287.0,1191.4,575.8,1243.4
245101003001000,790,1315.3,1262.3,629.6,1271.7
245101003001001,3369,1010.5,1055.2,866.9,901.0
245101003001007,1078,898.1,947.1,1009.8,877.2
245101101001000,84,1243.1,1607.8,422.1,880.1
245101101001002,36,1062.1,1433.5,584.9,699.2
245101101001003,81,1114.2,1479.5,440.0,753.1
245101101001004,63,1159.0,1522.3,471.8,795.9
245101101001005,17,1246.0,1609.1,321.5,882.7
245101101001007,43,1077.2,1437.1,483.4,710.7
245101101001008,90,1008.5,1370.7,549.8,644.3
245101101001009,81,959.4,1321.6,597.9,595.2
245101101001010,60,906.2,1274.7,649.5,542.6
245101101001011,196,1043.7,1415.0,552.4,680.7
245101101001012,324,826.8,1157.6,766.7,425.1
245101101001013,76,878.7,1204.2,715.3,477.8
245101101001014,326,927.0,1252.6,668.8,526.2
245101101001015,69,986.3,1309.3,611.2,582.9
245101101001018,70,1042.6,1191.3,783.0,464.8
245101101001019,6,1054.8,1234.3,683.5,507.9
245101101001020,228,838.5,1022.7,902.0,291.0
245101101001021,106,890.7,1067.9,851.6,341.5
245101101001022,56,940.6,1117.8,805.2,391.4
245101101002000,12,1000.2,1034.2,888.0,556.8
245101101002001,60,1020.8,1056.3,1022.0,632.5
245101101002004,5,843.0,880.2,1133.6,565.8
245101101002005,87,930.1,965.6,954.3,386.3
245101101002006,173,892.4,915.7,1003.7,338.0
245101101002007,105,842.1,869.8,1054.8,286.6
245101101002008,152,708.8,736.6,1188.0,419.9
245101101002009,36,757.0,780.3,1139.1,473.4
245101101002018,304,642.2,665.6,1376.2,693.3
245101101002019,38,598.0,621.3,1299.3,608.8
245101101002025,239,286.2,300.4,1365.2,423.9
245101102001011,213,404.1,1082.3,890.3,485.0
245101102001019,23,996.1,1370.8,561.4,633.2
245101102001025,40,975.2,1351.6,636.6,612.3
245101102001026,51,946.7,1323.1,608.1,583.8
245101102001027,146,864.4,1239.5,691.3,500.8
245101102001028,152,768.5,1143.1,787.6,405.6
245101102001029,163,816.9,1217.2,783.5,454.0
245101102001030,39,673.7,1085.5,763.5,397.1
245101102001031,54,563.1,1098.2,651.6,448.2
245101102001032,1,554.9,967.5,782.3,317.6
245101102001033,45,552.5,946.0,845.9,257.6
245101102001036,33,758.1,1095.2,836.0,356.5
245101102001037,193,800.4,961.4,970.3,222.7
245101102001038,182,702.5,890.0,1040.4,154.6
245101102001039,14,638.5,854.4,1031.4,91.3
245101102001041,218,594.2,838.0,987.1,112.8
245101102001042,2,424.5,918.2,871.4,285.0
245101102001043,9,542.8,960.3,973.5,327.1
245101102001045,68,658.7,746.4,1164.1,95.0
245101102001046,48,713.0,737.8,1190.1,149.3
245101102001047,170,798.0,865.8,1064.3,220.3
245101102001048,20,560.7,605.5,1066.1,175.5
245101102002000,138,710.1,674.1,1180.5,351.3
245101102002001,51,636.6,604.2,1107.0,278.3
245101102002002,135,656.3,644.4,1147.2,238.1
245101102002003,17,545.8,526.8,1016.2,260.8
245101102002004,24,627.6,583.2,1098.0,382.8
245101102002005,36,671.9,645.5,1160.3,445.1
245101102002006,110,675.5,588.9,1157.1,443.0
245101102002007,9,621.7,502.9,1092.1,380.6
245101102002008,29,536.2,516.4,1006.6,295.1
245101102002009,17,482.5,445.3,952.9,340.8
245101102002010,134,550.3,454.3,1020.7,333.3
245101102002013,1,590.6,513.0,1208.7,511.3
245101102002014,173,577.7,485.4,1203.8,564.4
245101102002016,17,708.7,299.5,1089.4,604.0
245101102002017,168,533.1,229.2,1108.5,456.9
245101102002020,34,624.7,159.0,1015.0,479.8
245101102002021,362,526.9,172.0,1116.0,450.7
245101102002022,55,420.5,286.1,1224.2,439.9
245101102002023,41,449.3,394.1,1189.4,547.9
245101102003000,10,324.8,916.3,830.2,346.5
245101102003001,45,442.0,830.7,946.5,261.0
245101102003003,31,397.7,749.8,903.1,180.0
245101102003004,17,252.7,869.0,758.1,325.0
245101102003005,98,360.9,831.9,831.3,517.2
245101102003006,111,394.8,740.5,865.2,435.4
245101102003007,106,437.6,651.2,908.0,316.8
245101102003008,112,501.2,665.0,1006.7,184.2
245101102003009,5,392.8,754.7,898.2,184.9
245101102003010,75,272.8,625.9,743.2,597.5
245101102003011,127,377.1,527.6,847.5,509.4
245101102003012,35,399.3,504.0,869.7,464.0
245101102003013,8,459.1,444.3,929.5,452.1
245101102003014,173,468.0,564.3,938.4,369.1
245101102003015,92,598.5,304.7,1000.3,543.9
245101102003016,152,523.7,379.4,925.4,588.7
245101102003017,9,394.7,504.0,796.9,717.2
245101102003019,177,620.6,278.1,895.7,598.9
245101102003020,41,681.5,217.5,956.6,538.3
245101102003021,213,644.1,178.5,996.1,499.3
245101201001000,208,1232.2,1183.2,814.6,1357.7
245101201001001,37,1327.4,1553.8,867.5,1595.1
245101201001002,42,1399.9,1626.3,790.3,1667.6
245101201001003,5,1119.3,1345.6,1071.0,1386.9
245101201001004,139,1113.7,1420.2,1106.6,1381.4
245101201001005,36,1271.4,1573.8,1141.0,1528.5
245101201001006,78,1074.0,1376.5,1518.9,1331.1
245101201001007,3,989.9,1292.3,1470.9,1246.9
245101201001008,4,1075.1,1377.5,1517.9,1332.2
245101201001009,12,949.3,1255.8,1228.6,1217.0
245101201001010,41,1210.0,1436.4,903.0,1477.7
245101201001011,46,1117.4,1217.2,1068.2,1385.0
