geoid10,population,hospital,library,school,supermarket
245102601015018,4,4930.5,2154.4,963.3,2869.2
245102601015019,15,5489.1,2644.8,793.2,2497.3
245102601015020,13,5374.1,2529.9,853.6,2612.3
245102601015021,32,5018.0,2416.1,1023.2,2850.2
245102601015022,34,5066.4,2222.2,991.5,2818.5
245102601015023,87,5434.0,2657.9,661.5,2365.7
245102601015024,43,5643.8,2867.7,674.6,2360.2
245102601015025,8,5072.0,2429.6,969.2,2796.2
245102601021000,5,6416.2,3784.7,1133.5,1238.8
245102601021001,123,6468.0,3930.7,1279.4,1402.5
245102601021002,52,6383.8,3879.4,1228.2,1436.7
245102601021003,33,6387.5,3793.7,1142.5,1331.9
245102601021004,15,6212.0,3677.3,1026.0,1494.5
245102601021005,32,5973.4,3457.6,806.4,1681.7
245102601021006,32,6069.0,3636.9,1028.1,1676.0
245102601021007,23,6174.5,3670.1,1018.9,1570.5
245102601021008,5,6426.4,3922.0,1270.7,1511.3
245102601021009,49,6291.7,3787.3,1136.1,1587.8
245102601021010,117,6279.4,3775.0,1123.7,1633.7
245102601021011,146,6296.1,3791.7,1140.5,1663.9
245102601021012,25,6410.1,3977.9,1389.2,1526.5
245102601021013,143,6222.7,3790.5,1192.0,1723.7
245102601021014,42,6283.5,3779.1,1127.9,1461.5
245102601021016,52,6441.3,3936.9,1285.6,1521.8
245102601021017,13,6554.0,4087.6,1436.3,1371.1
245102601021018,95,6497.1,4124.0,1527.3,1529.0
245102601021019,26,6476.3,4055.1,1537.4,1550.4
245102601021020,58,6366.2,4040.6,1539.5,1475.4
245102601021021,37,6317.5,3813.1,1161.9,1514.2
245102601022000,2,5864.7,3432.6,931.5,1871.4
245102601022002,60,5902.1,3469.9,968.9,2025.8
245102601022003,32,5857.9,3425.8,924.7,1997.8
245102601022004,11,5440.1,3008.0,506.9,2216.0
245102601022005,35,6142.9,3710.8,1209.7,1859.8
245102601022006,62,6121.4,3689.2,1188.1,1888.2
245102601022007,47,6048.6,3616.5,1115.4,1898.1
245102601022008,3,5878.3,3446.1,945.0,1858.4
245102601022009,20,6050.8,3618.7,1117.6,1770.7
245102601022010,49,6209.3,3822.4,1321.3,1737.7
245102601022011,73,6231.2,3799.0,1298.0,1727.1
245102601022012,53,6123.5,3691.3,1190.2,1843.3
245102601022013,37,6117.2,3685.1,1184.0,1837.1
245102601022014,41,6277.9,3845.7,1344.6,1697.5
245102601022015,22,6360.0,3943.2,1442.1,1582.9
245102601022016,4,6303.2,3892.3,1391.2,1678.1
245102601022017,65,6166.9,3780.0,1278.9,1736.0
245102601022018,21,6136.5,3749.6,1248.5,1810.6
245102601022019,66,6065.2,3633.0,1131.9,1995.9
245102601022020,68,6352.5,3965.6,1464.5,1557.6
245102601022021,69,6384.3,3997.4,1496.4,1586.8
245102601023000,100,6183.2,3979.8,1478.7,1918.2
245102601023001,88,6453.6,4315.1,1768.2,1729.5
245102601023002,119,6007.8,3921.0,1322.5,1440.8
245102601023003,57,5869.2,3782.4,1183.9,1446.4
245102601023004,43,5631.9,3698.5,946.5,1354.2
245102601023005,81,5640.1,3706.7,954.7,1346.0
245102601023006,109,5616.0,3682.6,930.7,1287.7
245102601023008,33,5797.8,3815.8,1112.4,1230.1
245102601023009,19,5801.5,3819.5,1116.1,1233.8
245102601024000,33,4778.9,2346.8,661.8,2838.5
245102601024001,50,5011.9,2579.7,732.0,2832.1
245102601024003,101,5011.6,2579.4,642.4,2742.5
245102601024004,38,4895.0,2462.9,545.6,2722.4
245102601024005,16,5038.0,2605.8,499.1,2579.4
245102601024006,85,5268.5,2836.3,442.0,2385.5
245102601024007,59,5228.0,2795.8,401.5,2426.0
245102601024008,25,5252.8,3134.7,668.4,2122.9
245102601024009,26,5204.6,2859.5,604.1,2332.5
245102601024010,22,5119.4,2937.3,537.6,2242.6
245102601024011,59,5362.5,3119.0,618.0,2086.2
245102601024012,55,5454.4,3022.2,521.1,2183.1
245102601024013,51,5392.8,3242.0,740.9,2116.6
245102601024014,66,5559.6,3564.2,932.2,1861.0
245102601024015,36,5633.0,3278.2,777.1,1974.8
245102601024016,62,5603.8,3553.1,976.4,1905.3
245102601024017,67,5645.2,3596.8,1016.5,1787.5
245102601024018,71,5730.7,3742.1,1045.4,1498.8
245102601025000,8,4795.5,2532.6,554.7,2652.8
245102601025001,170,4972.7,2712.5,670.6,2465.9
245102601025002,29,4890.4,2709.7,649.6,2470.9
245102601025003,102,4981.7,2801.0,584.3,2379.6
245102601025004,9,4948.5,2927.7,455.5,2250.8
245102601025005,113,4738.0,2804.5,480.3,2371.3
245102601025006,62,4694.1,2760.7,453.3,2650.1
245102601025007,54,4598.9,2665.5,358.1,2554.9
245102601025008,56,4658.4,2725.0,162.1,2113.7
245102601025009,72,5023.6,3090.2,436.0,2143.1
245102601025010,65,4906.8,2973.4,319.2,1988.8
245102601025011,15,4974.4,3041.0,362.7,1971.9
245102601025012,43,5091.1,3157.6,479.3,1876.9
245102601025013,49,5191.6,3258.2,579.9,1959.9
245102601025014,64,5294.0,3280.6,682.2,1897.8
245102601025015,62,5269.5,3336.1,648.8,1914.3
245102601025016,34,5351.8,3418.3,724.3,1822.0
245102601025017,98,5456.0,3522.6,770.6,1542.0
245102601025018,69,5222.8,3289.4,537.5,1646.5
245102601025019,50,5141.8,3208.4,456.5,1732.8
245102601025020,50,5070.9,3137.5,385.6,1885.2
245102601025021,11,4973.9,3040.5,288.5,1788.2
245102601025022,92,5499.0,3565.6,813.7,1439.9
245102602011001,12,4432.9,2534.7,227.3,2267.7
245102602011002,11,4483.4,2641.3,333.8,2345.0
245102602011004,81,4596.6,2756.2,448.8,2408.4
245102602011005,33,4573.7,2731.6,258.8,2185.1
245102602011006,55,4561.3,2719.2,271.2,2197.5
245102602011007,18,4764.1,2924.6,617.1,2100.5
245102602011008,46,4994.6,3109.5,556.3,1967.6
245102602011009,85,4768.1,2926.0,351.4,2190.3
245102602011010,36,4686.3,2752.9,74.0,1950.6
245102602011011,67,4859.1,2925.6,176.5,1970.6
245102602011012,45,4948.6,3109.0,733.2,2019.0
245102602011013,185,4961.8,3122.2,720.0,2005.8
245102602011014,28,4935.3,2735.8,824.8,1862.1
245102602011015,47,4781.5,2796.8,815.2,1994.5
245102602011016,39,4800.2,2736.1,862.3,1892.7
245102602011017,46,5012.5,2565.9,994.6,1877.2
245102602011018,28,5076.6,2562.8,969.4,1797.3
245102602011019,49,5154.2,2770.4,752.4,1710.2
245102602011020,90,5078.7,3145.2,393.3,1891.2
245102602011022,41,5058.9,3125.4,376.3,2004.6
245102602012000,37,4985.0,3051.6,299.6,1799.3
245102602012001,30,5084.1,3150.7,398.8,1683.5
245102602012002,15,5127.2,3193.8,441.9,1787.3
245102602012003,22,5187.0,3250.3,501.7,1999.6
245102602012004,338,5495.6,3562.2,810.3,1724.2
245102602012005,51,5398.2,3178.4,816.9,1564.1
245102602012007,36,5885.4,3153.0,1201.6,919.0
245102602012008,230,5847.8,2798.9,1116.8,1104.7
245102602012010,179,5250.6,3013.2,848.7,1609.7
245102602012011,43,5226.6,3006.8,645.3,1735.6
245102602013000,9,4849.4,2674.6,994.7,1918.9
245102602013001,42,5007.1,2492.4,1210.4,1858.9
245102602013002,69,5096.2,2415.6,1225.6,1726.9
245102602013003,14,4965.7,2558.4,1073.7,1869.7
245102602013004,31,5031.5,2500.5,1125.3,1811.9
245102602013007,24,5101.7,2283.7,1325.2,1706.0
245102602013008,38,5077.4,2454.1,1171.0,1765.5
245102602013009,53,5177.6,2551.6,971.3,1691.1
245102602013010,19,5126.4,2500.4,1022.5,1742.3
245102602013011,8,5177.2,2658.9,868.8,1696.7
245102602013013,167,5258.4,2259.3,1433.7,1500.9
245102602013014,30,5097.3,2279.3,1329.6,1710.4
245102602013015,54,5262.6,2483.7,1060.7,1754.9
245102602013016,27,5452.3,2673.4,1059.5,1644.2
245102602013017,32,5408.8,2629.9,1016.1,1608.6
245102602013018,100,5506.7,2727.8,1114.0,1523.9
245102602013020,22,5737.5,2738.4,1071.5,1059.4
245102602013021,12,5649.1,2870.2,1254.5,1487.6
245102602013023,38,5522.5,2743.6,1129.8,1494.9
245102602013024,35,5578.8,2799.9,1186.1,1451.8
245102602014000,27,5501.6,3529.9,816.2,1304.3
245102602014001,11,5570.3,3636.9,885.0,1166.5
245102602014003,364,6317.2,3419.8,1640.2,1169.9
245102602014004,11,5825.7,3590.6,1112.2,1004.9
245102602014005,42,6451.7,3554.3,1774.8,1304.4
245102602014006,90,6331.8,3434.4,1654.8,1184.5
245102602014007,262,6314.5,3265.6,1379.8,767.0
245102602014008,117,6012.8,2963.8,1281.7,905.4
245102602014009,216,5759.7,3463.0,984.6,877.3
245102602014011,679,6154.3,3105.4,1423.3,887.3
245102602014016,42,5671.3,2622.4,940.3,928.2
245102602014017,366,6231.7,2999.8,607.7,414.1
245102602014024,42,5891.9,2843.0,1160.9,1148.8
245102602021001,61,4860.0,2299.4,1246.7,1837.9
245102602021002,147,4847.5,2222.5,1234.2,1933.2
245102602021003,68,4767.7,2179.4,1154.4,1996.7
245102602021004,44,4660.1,2130.9,1046.8,1973.8
245102602021005,27,4758.6,2105.1,1145.3,2050.4
245102602021006,55,4775.2,2009.9,1161.9,2032.6
245102602021007,60,4865.7,2062.5,1236.9,1942.1
245102602021008,55,4958.0,1958.9,1133.3,1727.5
245102602021009,37,5066.9,2165.8,1340.2,1785.4
245102602021010,44,4900.2,1901.1,1075.5,1916.9
245102602021011,54,4869.8,1870.7,1045.1,1897.4
245102602022000,112,5601.0,2601.9,1093.2,1084.6
245102602022001,44,5307.7,2308.6,1386.5,1377.9
245102602022002,612,5100.4,2101.3,1275.7,1964.1
245102602022005,294,5483.7,2251.7,1096.4,1207.6
245102602022006,186,5426.3,2194.4,686.2,770.3
245102602022007,183,5390.0,2224.0,1068.6,1179.8
245102602022008,222,5200.2,1968.2,1016.2,1127.4
245102602022009,366,5179.0,1947.0,1026.0,1174.1
245102602022010,64,5135.6,1903.6,982.6,1108.6
245102602022011,43,5632.3,2400.4,541.7,615.0
245102602022012,144,5192.7,1960.8,1008.7,1120.0
245102602022013,38,5238.3,2006.3,851.0,962.2
245102602023000,5,5125.9,2077.0,1142.3,1408.3
245102602023001,64,5025.1,1916.5,981.8,1535.5
245102602023002,57,4975.8,1845.7,911.0,1588.7
245102602023003,13,4929.9,1799.7,865.0,1622.5
245102602023004,42,4882.4,1752.3,817.6,1660.5
245102602023005,36,4830.6,1700.5,765.8,1699.8
245102602023006,31,4823.7,1693.6,758.9,1719.2
245102602023007,132,4893.3,1763.1,828.4,1650.0
245102602023008,49,4864.7,1734.5,799.8,1678.7
245102602023009,57,4981.2,1851.1,916.4,1562.1
245102602023010,46,5024.5,1894.3,959.6,1520.8
245102602023011,38,5130.9,2009.7,1075.0,1433.8
245102602023012,46,5263.9,2133.8,1199.1,1305.5
245102602023013,86,5304.0,2173.9,1239.2,1248.3
245102602023014,77,5300.1,2169.9,1235.2,1389.4
245102602023015,113,5254.9,2124.8,1190.1,1288.4
245102602023016,116,5228.8,2098.7,1164.0,1346.0
245102602023017,135,5198.0,2067.9,1133.1,1371.9
245102602023018,51,5306.5,2176.4,1117.9,1229.2
245102602023019,3,5338.3,2208.2,1050.7,1161.9
245102602023020,26,5383.2,2151.3,995.9,1107.1
245102602023021,29,5381.1,2149.2,993.8,1105.0
245102602023022,11,5356.2,2161.9,1012.0,1123.2
245102602023023,15,5289.9,2159.8,1099.1,1210.3
245102602023024,24,5263.7,2133.6,1139.2,1250.4
245102602023025,4,5226.1,2096.0,1161.3,1288.0
245102602023026,38,5143.8,2013.7,1079.0,1391.9
245102602023027,60,5034.3,1904.2,969.5,1428.8
245102602023029,33,5132.7,2002.6,1067.9,1330.4
245102602023031,123,4852.9,1722.7,788.0,1626.3
245102602023032,19,5256.8,2062.5,1111.4,1222.6
245102602023033,27,5213.9,2083.8,1149.1,1300.2
245102602023034,43,5194.3,2064.2,1129.5,1305.9
245102602023036,55,5302.4,2108.1,1065.8,1177.0
245102602023037,29,5303.9,2072.0,916.6,1027.8
245102602024000,73,4662.0,2131.3,1048.7,2037.3
245102602024001,90,4579.4,2050.2,966.1,2020.9
245102602024002,116,4542.6,2025.4,929.3,1984.1
245102602024003,70,4543.7,2024.3,930.4,1985.2
245102602024004,58,4505.2,1985.1,891.9,1961.2
245102602024005,54,4434.7,1916.2,821.5,1923.9
245102602024007,96,4660.3,1690.6,876.9,1821.4
245102602024008,105,4703.0,1729.4,915.7,1860.2
245102602024009,104,4734.7,1767.9,954.2,1898.7
245102602024010,95,4813.3,1850.6,1025.0,1877.4
245102602024011,46,4759.7,1963.2,1137.6,1990.0
245102602024012,23,4797.6,1987.5,1161.9,2013.1
245102602024013,65,4838.8,1839.7,1014.1,1866.5
245102602024014,95,4830.0,1830.8,1005.2,1857.6
245102602024015,14,4693.0,1692.5,757.8,1794.0
245102602024016,70,4734.9,1719.3,784.6,1796.7
245102602024017,51,4795.9,1747.9,813.2,1732.8
245102602024019,19,4719.1,1604.1,669.4,1705.6
245102602031000,14,6069.4,2837.4,544.0,291.3
245102602031001,116,6503.9,3272.0,394.8,725.9
245102602031005,83,5869.4,2637.5,453.5,1023.0
245102602031013,169,5305.5,2073.6,473.4,723.1
245102602031014,27,5257.9,2026.0,521.0,770.7
245102602031015,63,5436.6,2204.7,466.1,592.0
245102602031018,120,5371.1,2139.2,474.0,768.7
245102602031019,27,5425.9,2193.9,528.9,834.4
245102602031020,357,5004.3,1772.4,731.3,1026.0
245102602031025,104,5347.9,2115.9,605.8,926.4
245102602031026,118,5243.8,2011.8,551.2,845.9
245102602031027,61,5128.3,1896.4,581.8,876.5
245102602031028,43,5593.3,2361.3,455.1,804.8
245102602031030,23,5672.9,2440.9,344.6,914.1
245102602031031,41,5552.4,2320.4,497.9,846.6
245102602031032,48,5498.8,2266.9,541.5,888.7
245102602031033,23,5464.5,2232.6,522.3,842.8
245102602031034,76,5315.0,2083.1,638.7,959.2
245102602031035,117,5361.0,2129.0,653.4,974.0
245102602031036,2,5440.2,2208.2,601.2,990.2
245102602031038,48,5553.5,2321.6,470.2,958.9
245102602031039,134,5617.7,2385.8,481.3,1050.8
245102602031042,6,5728.2,2496.3,856.2,1425.7
245102602031044,50,5455.9,2224.0,567.8,1056.5
245102602032000,10,6347.0,4111.2,1625.9,1379.6
245102602032001,129,6383.3,3824.0,1345.6,1238.3
245102602032002,76,6135.9,3803.9,1325.5,1218.2
245102602032003,50,5904.1,3765.7,1218.8,1180.0
245102602032004,54,5903.2,3764.8,1217.8,1179.1
245102602032005,186,5893.5,3755.1,1208.2,1169.4
245102602032006,107,6163.5,3831.5,1353.1,1245.8
245102602032007,73,6170.1,3347.3,868.9,761.6
245102602032008,24,6150.2,3327.4,849.0,741.7
245102602032009,29,6340.6,3517.8,1039.4,932.1
245102602032012,169,6460.6,3228.7,443.1,682.5
245102602032015,18,6245.4,3125.5,645.6,546.2
245102602032017,35,6354.1,3122.1,244.9,576.0
245102603011000,9,4329.7,1685.7,716.4,1816.4
245102603011001,120,4145.2,1406.0,531.9,1536.8
245102603011002,103,4248.5,1328.9,569.4,1459.7
245102603011003,115,4292.5,1378.2,618.6,1508.9
245102603011004,132,4352.9,1386.4,626.9,1517.2
245102603011005,77,4424.5,1438.2,669.7,1569.0
245102603011006,67,4188.4,1251.1,504.3,1381.8
245102603011007,137,3986.9,1328.7,373.7,1459.5
245102603011008,83,4160.6,1240.9,494.2,1371.7
245102603012001,68,4485.4,1461.5,526.8,1563.0
245102603012002,90,4464.9,1443.4,508.7,1544.9
245102603012003,95,4424.9,1388.7,454.0,1490.2
245102603012004,53,4396.5,1354.4,419.7,1455.9
245102603012005,82,4355.0,1323.4,388.7,1424.9
245102603012006,102,4322.4,1282.2,347.5,1383.7
245102603012007,8,4388.7,1121.4,328.4,1222.9
245102603012008,102,4437.3,1191.1,372.5,1292.6
245102603012009,129,4493.6,1259.4,428.8,1360.9
245102603012010,18,4438.4,1308.3,373.6,1409.8
245102603012011,158,4609.3,1335.9,543.2,1434.1
245102603012012,138,4648.1,1517.9,583.2,1619.4
245102603013000,112,4269.4,1219.2,284.5,1320.7
245102603013001,114,4241.6,1182.3,247.6,1283.8
245102603013003,60,4020.7,970.1,214.8,1071.6
245102603013004,59,3977.0,927.5,246.7,1029.0
245102603013005,118,4230.0,962.7,235.3,1064.2
245102603013006,178,4334.1,1066.7,304.8,1168.2
245102603013007,60,4168.6,901.3,114.7,1002.8
245102603013008,86,4208.0,940.6,157.2,1042.2
245102603013009,37,4103.5,836.1,187.7,937.7
245102603014000,25,3842.0,1312.9,228.7,1443.6
245102603014001,77,3930.0,1234.6,316.7,1365.3
245102603014002,26,3931.5,1233.1,318.2,1363.8
245102603014003,22,3884.2,1211.6,270.9,1342.4
245102603014004,19,3874.7,1221.6,261.5,1352.3
245102603014005,4,3999.3,1162.0,386.0,1292.7
245102603014006,90,4082.4,1144.5,464.8,1275.3
245102603014007,51,4062.7,1094.5,425.4,1225.3
245102603014008,74,4058.3,1098.9,429.8,1229.6
245102603014009,70,3936.3,1157.5,323.1,1288.2
245102603014010,35,3876.3,1094.9,263.0,1225.7
245102603014011,51,3875.5,1095.7,262.2,1226.4
245102603014012,35,3786.1,1183.4,172.8,1314.2
245102603014013,24,3751.6,1148.2,204.5,1278.9
245102603014014,39,3805.4,1023.3,329.3,1154.1
245102603014015,32,3948.1,985.9,373.6,1116.6
245102603014016,50,3985.5,1023.5,354.4,1154.2
245102603014017,49,4023.3,1058.9,389.8,1189.7
245102603015000,10,3801.4,1027.7,325.3,1158.5
245102603015001,48,3805.1,1023.6,329.0,1154.4
245102603015002,57,3870.5,905.5,418.4,1036.2
245102603015003,37,3909.1,945.8,395.8,1076.6
245102603015004,44,3931.9,875.0,280.5,976.5
245102603015005,46,3885.6,886.5,317.5,991.3
245102603015006,25,3840.5,841.4,351.5,972.1
245102603015007,64,3830.7,865.5,441.0,996.3
245102603015008,5,3792.3,826.1,463.6,956.8
245102603015009,94,3672.8,901.5,445.5,1032.3
245102603015010,7,3662.3,836.5,523.7,967.3
245102603015011,87,3656.8,830.1,515.4,960.9
245102603015014,223,3902.6,846.2,400.0,947.7
245102603015015,39,4011.6,746.3,276.3,847.8
245102603015016,59,4013.0,747.7,274.9,849.2
245102603015018,84,3660.6,524.8,636.2,655.6
245102603015023,68,3790.5,601.8,583.8,732.6
245102603015025,453,3594.2,405.5,721.6,536.3
245102603021000,62,4830.4,1395.0,809.7,1356.2
245102603021001,7,4712.3,1277.0,691.7,1238.2
245102603021002,57,4689.6,1239.8,718.0,1264.6
245102603021003,52,4635.5,1241.5,781.9,1339.7
245102603021006,50,4578.7,1128.9,680.5,1227.1
245102603021007,57,4546.7,1096.9,648.5,1195.1
245102603021008,55,4594.6,1144.8,623.1,1169.7
245102603021009,45,4666.7,1231.3,646.0,1192.6
245102603021010,94,4561.2,1125.9,540.6,1087.1
245102603021011,46,4727.9,1307.7,574.9,1268.9
245102603021012,34,4767.2,1355.5,614.3,1316.7
245102603021013,43,4600.7,1177.2,447.7,1138.5
245102603021014,47,4687.5,1260.5,534.5,1221.8
245102603022000,58,4568.5,1122.7,674.4,1221.0
245102603022002,81,4475.7,1038.3,590.0,1136.5
245102603022003,111,4454.2,1004.4,556.0,1102.6
245102603022004,107,4411.1,961.3,611.1,1062.8
245102603022005,48,4385.7,950.4,365.0,911.6
245102603022006,39,4402.0,952.2,503.8,1050.4
245102603022007,82,4411.2,961.4,513.1,1059.7
245102603022008,25,4468.5,1033.1,447.8,994.4
245102603022009,163,4528.9,1103.7,376.0,1065.0
245102603022011,70,4482.4,1076.0,307.1,1037.3
245102603022012,69,4440.1,1027.1,264.9,988.3
245102603022013,1,4407.9,972.5,387.2,933.8
245102603022014,56,4340.0,902.7,410.3,865.9
245102603023000,44,4332.9,1045.6,91.4,877.9
245102603023001,37,4127.1,695.0,264.9,584.5
245102603023002,132,3886.9,454.7,502.6,412.8
245102603023003,111,3914.2,482.0,477.9,372.4
245102603023004,49,4080.9,703.7,269.0,517.5
245102603023005,55,4103.4,726.2,246.5,540.0
245102603023006,21,4236.3,847.5,106.6,683.1
245102603023007,82,4075.8,797.9,230.7,611.7
245102603023011,29,3972.2,595.0,377.7,408.8
245102603023012,25,3891.4,514.1,458.5,328.0
245102603023013,17,3810.6,433.3,539.3,247.2
245102603023014,83,3873.7,590.8,462.0,404.6
245102603023015,29,3876.2,588.3,464.5,402.1
245102603023016,34,3834.9,545.1,501.9,358.9
245102603023017,33,3746.3,461.6,577.3,275.5
245102603023018,10,3973.9,745.9,318.0,554.0
245102603024000,270,4233.4,865.7,525.5,967.2
245102603024001,133,4141.3,827.5,481.5,929.0
245102603024002,195,4113.8,799.9,405.9,901.4
245102603024003,51,3963.8,650.0,366.0,751.5
245102603024004,55,3963.5,649.7,366.3,751.2
245102603024005,24,3918.3,604.5,415.0,706.0
245102603024006,50,3892.4,578.5,437.5,680.0
245102603024007,109,4034.6,720.7,496.6,822.2
245102603024008,79,3961.0,647.2,529.0,748.7
245102603024009,55,3852.0,538.2,479.8,639.7
245102603024010,67,3845.0,455.6,563.5,557.1
245102603024011,77,3997.0,606.9,569.8,708.4
245102603024012,33,4082.9,692.3,484.5,793.8
245102603024013,65,4263.5,813.7,366.1,797.0
245102603024014,62,4306.1,856.3,402.1,833.0
245102603024015,62,3845.6,456.2,562.9,557.8
245102603024016,34,4019.0,569.2,535.1,670.7
245102603024017,50,4028.9,532.7,496.5,634.2
245102603024018,45,4163.9,667.8,370.5,769.3
245102603024019,17,4159.0,662.8,291.4,722.3
245102603024020,62,4035.1,538.9,416.5,566.1
245102603024021,57,3997.0,500.8,453.4,602.3
245102603024022,68,3879.3,383.2,635.8,484.7
245102603024023,55,3865.1,415.3,603.0,516.8
245102603024024,26,4007.1,574.9,382.5,533.0
245102603024025,83,3874.3,378.1,577.4,405.3
245102603024026,74,3840.2,344.0,610.2,445.5
245102603025000,53,3836.7,567.6,512.3,688.9
245102603025001,51,3742.5,553.8,540.9,684.5
245102603025002,29,3705.2,442.0,663.7,563.3
245102603025005,76,3566.3,297.3,782.3,418.5
245102603025006,72,3749.2,480.2,598.2,601.4
245102603025007,74,3780.2,511.1,581.1,632.3
245102603025009,30,3576.2,213.9,846.8,335.2
245102603025010,30,3660.0,391.0,669.8,512.2
245102603025011,29,3702.0,432.9,634.1,554.2
245102603025012,31,3698.6,343.6,706.7,464.7
245102603025013,25,3723.8,295.9,742.0,417.0
245102603025014,33,3681.8,187.1,851.6,307.4
245102603025017,37,3668.4,172.2,783.3,225.3
245102603025018,6,3701.7,205.5,748.7,325.8
245102603025019,10,3749.4,253.2,775.5,373.5
245102603025021,96,3653.6,221.4,752.5,113.4
245102603025025,21,3747.8,390.7,590.9,204.6
245102603025026,25,3707.5,350.0,640.7,163.9
245102603026001,62,3558.2,616.6,673.3,783.8
245102603026002,85,3514.4,452.2,776.9,621.7
245102603026004,2,3372.1,447.0,777.1,646.3
245102603026005,57,3481.6,400.3,801.7,599.6
245102603026006,52,3595.9,327.9,753.2,449.5
245102603026008,114,3321.5,485.6,827.7,684.9
245102603026009,14,3297.9,461.9,851.3,661.2
245102603026011,81,3251.5,418.2,926.4,617.8
245102603026012,83,3388.2,297.0,941.6,496.3
245102603026014,24,3286.0,365.8,1008.1,536.1
245102603026017,2,3218.7,351.1,1075.3,468.8
245102603026018,13,3496.5,93.9,1048.1,377.8
245102603026019,103,3414.8,154.9,1035.5,365.3
245102603026020,24,3557.4,74.4,955.0,284.7
245102603026021,41,3524.8,160.4,914.7,363.3
245102603026022,75,3441.2,259.0,995.3,461.9
245102603026023,97,3446.0,223.7,1019.8,426.6
245102603026024,102,3443.8,186.5,1067.1,396.9
245102603026027,27,3565.2,329.9,853.6,67.1
245102603031002,509,3992.8,1166.6,324.1,998.9
245102603031005,1,4387.9,1168.6,212.7,999.2
245102603031006,17,3921.0,1434.0,591.6,1266.3
245102603031012,4,3093.2,843.7,902.8,900.1
245102603031015,114,4104.7,1936.5,1287.3,1749.1
245102603031016,133,3776.8,1553.0,1195.3,1365.6
245102604011000,126,4477.2,2547.5,944.9,2360.1
245102604011001,30,4522.6,2757.0,683.8,2569.6
245102604011002,8,4618.3,2860.7,779.6,2673.3
245102604011003,94,4470.9,2642.0,632.2,2454.6
245102604011005,4,4698.6,2940.9,859.8,2753.6
245102604011006,40,4598.8,2841.1,760.0,2653.7
245102604011007,86,4398.5,2640.8,559.7,2453.4
245102604011008,4,4342.7,2585.0,503.9,2397.6
245102604011009,89,4366.8,2609.1,528.0,2421.7
245102604011011,29,4645.7,2888.0,806.9,2700.6
245102604011012,10,4614.4,2856.7,775.6,2669.3
245102604011014,51,4579.8,2822.1,741.0,2634.7
245102604011015,72,4577.0,2819.4,738.3,2632.0
245102604011016,44,4507.1,2749.5,668.3,2562.1
245102604011017,22,4457.6,2699.9,618.8,2512.5
245102604011018,66,4476.0,2718.3,637.2,2531.0
245102604011019,112,4452.0,2694.4,613.3,2507.0
245102604011020,41,4399.9,2642.2,561.1,2454.8
245102604011021,116,4570.7,2813.0,731.9,2625.6
245102604012000,97,3643.6,1713.9,919.8,1526.5
245102604012001,16,3596.3,1289.8,932.2,1102.4
245102604012002,62,3326.6,1326.7,905.3,1139.3
245102604012003,19,3448.1,1176.6,888.7,989.2
245102604012005,1,3335.9,1578.4,555.6,1391.0
245102604012020,39,3408.1,1509.4,760.3,1322.0
245102604012021,81,3448.8,1550.1,801.0,1362.7
245102604012022,195,3742.8,1813.1,558.3,1625.7
245102604012023,297,4229.3,2299.6,732.6,2112.2
245102604012025,21,4147.0,2217.3,569.7,2029.9
245102604012027,80,3657.1,1727.3,745.8,1539.9
245102604012028,71,4126.7,2197.0,710.9,2009.6
245102604012029,157,3828.1,2070.4,63.4,1883.0
245102604012030,120,4240.5,2385.3,401.7,2197.9
245102604012032,67,4147.4,2217.7,639.5,2030.3
245102604012033,10,4271.8,2342.1,565.8,2154.7
245102604012034,70,4193.0,2435.5,376.1,2248.1
245102604012038,165,4317.7,2535.1,478.9,2347.7
245102604012039,18,4276.1,2346.4,519.5,2159.0
245102604012040,55,4337.1,2530.1,498.3,2342.7
245102604013000,25,4305.4,2547.7,466.6,2360.3
245102604013001,141,4307.1,2549.4,468.3,2362.0
245102604013002,102,4257.1,2499.5,418.4,2312.1
245102604013003,67,4108.5,2351.0,452.5,2163.6
245102604013004,31,4270.7,2513.0,431.9,2325.6
245102604013005,68,4125.4,2367.9,394.4,2180.5
245102604013006,48,3996.2,2238.7,514.4,2051.3
245102604013009,60,4485.0,2727.4,646.3,2540.0
245102604013010,3,4750.3,2992.6,911.5,2805.2
245102604021000,52,6779.6,3547.6,1062.3,968.3
245102604021001,465,6924.8,3692.9,550.6,1146.7
245102604021002,20,6869.8,3637.8,529.8,1091.7
245102604021004,29,6914.4,3682.5,574.4,1136.3
245102604021005,18,6795.3,3563.4,319.5,1140.4
245102604021007,25,6598.6,3366.7,286.8,1107.7
245102604021008,39,6923.8,3691.8,471.0,1169.4
245102604021010,78,7031.7,3799.8,1314.5,1220.5
245102604021011,272,7034.0,3802.1,710.7,1256.0
245102604021012,24,6870.6,3638.6,547.2,1092.5
245102604021013,75,6809.3,3577.3,485.9,1031.2
245102604021014,30,6671.9,3440.0,348.6,893.8
245102604021016,30,6860.2,3628.3,536.9,1082.1
245102604021017,93,6780.1,3548.1,456.7,1002.0
245102604021018,71,6536.2,3304.3,198.4,1019.3
245102604021019,95,6679.3,3447.4,214.1,1035.0
245102604021020,10,6802.3,3570.3,259.3,1080.2
245102604021024,24,6736.4,3504.5,413.0,958.3
245102604021025,46,6793.5,3561.5,470.1,1015.4
245102604022000,159,6703.2,3471.3,343.6,925.2
